trace,trace_type,eviction,prefetcher,cache_size,interaction_window,miss_ratio,byte_miss_ratio,n_req,n_prefetch,n_prefetch_then_evict,n_evict,n_evict_then_prefetch,log_path,status
request_counts.csv,oracleGeneral,lru,Mithril,256mb,10000,1.0000,1.0000,71,0,0,1,0,./results/cp_sweep/logs/request_counts.csv__lru__Mithril__256mb__w10000.log,ok
request_counts.csv,oracleGeneral,lru,Mithril,256mb,1,1.0000,1.0000,71,0,0,1,0,./results/cp_sweep/logs/request_counts.csv__lru__Mithril__256mb__w1.log,ok
request_counts.csv,oracleGeneral,lru,Mithril,1gb,0,1.0000,1.0000,71,,,,,./results/cp_sweep/logs/request_counts.csv__lru__Mithril__1gb__w0.log,ok
request_counts.csv,oracleGeneral,lru,Mithril,64mb,100,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__lru__Mithril__64mb__w100.log,ok
request_counts.csv,oracleGeneral,lru,PG,16mb,10,1.0000,1.0000,71,2,0,0,0,./results/cp_sweep/logs/request_counts.csv__lru__PG__16mb__w10.log,ok
request_counts.csv,oracleGeneral,lru,PG,16mb,100,1.0000,1.0000,71,2,0,0,0,./results/cp_sweep/logs/request_counts.csv__lru__PG__16mb__w100.log,ok
request_counts.csv,oracleGeneral,lru,Mithril,256mb,10,1.0000,1.0000,71,0,0,1,0,./results/cp_sweep/logs/request_counts.csv__lru__Mithril__256mb__w10.log,ok
request_counts.csv,oracleGeneral,lru,PG,16mb,10000,1.0000,1.0000,71,2,0,0,0,./results/cp_sweep/logs/request_counts.csv__lru__PG__16mb__w10000.log,ok
request_counts.csv,oracleGeneral,lru,Mithril,256mb,100,1.0000,1.0000,71,0,0,1,0,./results/cp_sweep/logs/request_counts.csv__lru__Mithril__256mb__w100.log,ok
request_counts.csv,oracleGeneral,lru,Mithril,1gb,10,1.0000,1.0000,71,0,0,59,0,./results/cp_sweep/logs/request_counts.csv__lru__Mithril__1gb__w10.log,ok
request_counts.csv,oracleGeneral,lru,Mithril,1gb,10000,1.0000,1.0000,71,0,0,59,0,./results/cp_sweep/logs/request_counts.csv__lru__Mithril__1gb__w10000.log,ok
request_counts.csv,oracleGeneral,lru,Mithril,1gb,1,1.0000,1.0000,71,0,0,59,0,./results/cp_sweep/logs/request_counts.csv__lru__Mithril__1gb__w1.log,ok
request_counts.csv,oracleGeneral,lru,PG,16mb,1000,1.0000,1.0000,71,2,0,0,0,./results/cp_sweep/logs/request_counts.csv__lru__PG__16mb__w1000.log,ok
request_counts.csv,oracleGeneral,lru,Mithril,1gb,1000,1.0000,1.0000,71,0,0,59,0,./results/cp_sweep/logs/request_counts.csv__lru__Mithril__1gb__w1000.log,ok
request_counts.csv,oracleGeneral,lru,PG,16mb,1,1.0000,1.0000,71,2,0,0,0,./results/cp_sweep/logs/request_counts.csv__lru__PG__16mb__w1.log,ok
request_counts.csv,oracleGeneral,lru,Mithril,1gb,100,1.0000,1.0000,71,0,0,59,0,./results/cp_sweep/logs/request_counts.csv__lru__Mithril__1gb__w100.log,ok
request_counts.csv,oracleGeneral,lru,PG,64mb,0,1.0000,1.0000,71,,,,,./results/cp_sweep/logs/request_counts.csv__lru__PG__64mb__w0.log,ok
request_counts.csv,oracleGeneral,lru,PG,64mb,10,1.0000,1.0000,71,2,0,0,0,./results/cp_sweep/logs/request_counts.csv__lru__PG__64mb__w10.log,ok
request_counts.csv,oracleGeneral,lru,PG,64mb,1,1.0000,1.0000,71,2,0,0,0,./results/cp_sweep/logs/request_counts.csv__lru__PG__64mb__w1.log,ok
request_counts.csv,oracleGeneral,lru,PG,256mb,0,1.0000,1.0000,71,,,,,./results/cp_sweep/logs/request_counts.csv__lru__PG__256mb__w0.log,ok
request_counts.csv,oracleGeneral,lru,PG,64mb,100,1.0000,1.0000,71,2,0,0,0,./results/cp_sweep/logs/request_counts.csv__lru__PG__64mb__w100.log,ok
request_counts.csv,oracleGeneral,lru,PG,1gb,1000,1.0000,1.0000,71,4,4,63,2,./results/cp_sweep/logs/request_counts.csv__lru__PG__1gb__w1000.log,ok
request_counts.csv,oracleGeneral,lru,PG,64mb,1000,1.0000,1.0000,71,2,0,0,0,./results/cp_sweep/logs/request_counts.csv__lru__PG__64mb__w1000.log,ok
request_counts.csv,oracleGeneral,lru,PG,256mb,10,1.0000,1.0000,71,2,0,1,0,./results/cp_sweep/logs/request_counts.csv__lru__PG__256mb__w10.log,ok
request_counts.csv,oracleGeneral,lru,PG,256mb,1,1.0000,1.0000,71,2,0,1,0,./results/cp_sweep/logs/request_counts.csv__lru__PG__256mb__w1.log,ok
request_counts.csv,oracleGeneral,lru,PG,64mb,10000,1.0000,1.0000,71,2,0,0,0,./results/cp_sweep/logs/request_counts.csv__lru__PG__64mb__w10000.log,ok
request_counts.csv,oracleGeneral,lru,OBL,16mb,0,1.0000,1.0000,71,,,,,./results/cp_sweep/logs/request_counts.csv__lru__OBL__16mb__w0.log,ok
request_counts.csv,oracleGeneral,lru,PG,1gb,0,1.0000,1.0000,71,,,,,./results/cp_sweep/logs/request_counts.csv__lru__PG__1gb__w0.log,ok
request_counts.csv,oracleGeneral,lru,PG,256mb,100,1.0000,1.0000,71,2,0,1,0,./results/cp_sweep/logs/request_counts.csv__lru__PG__256mb__w100.log,ok
request_counts.csv,oracleGeneral,lru,PG,1gb,1,1.0000,1.0000,71,4,0,63,0,./results/cp_sweep/logs/request_counts.csv__lru__PG__1gb__w1.log,ok
request_counts.csv,oracleGeneral,lru,PG,256mb,1000,1.0000,1.0000,71,2,0,1,0,./results/cp_sweep/logs/request_counts.csv__lru__PG__256mb__w1000.log,ok
request_counts.csv,oracleGeneral,lru,PG,256mb,10000,1.0000,1.0000,71,2,0,1,0,./results/cp_sweep/logs/request_counts.csv__lru__PG__256mb__w10000.log,ok
request_counts.csv,oracleGeneral,lru,PG,1gb,100,1.0000,1.0000,71,4,4,63,2,./results/cp_sweep/logs/request_counts.csv__lru__PG__1gb__w100.log,ok
request_counts.csv,oracleGeneral,lru,PG,1gb,10000,1.0000,1.0000,71,4,4,63,2,./results/cp_sweep/logs/request_counts.csv__lru__PG__1gb__w10000.log,ok
request_counts.csv,oracleGeneral,lru,OBL,64mb,0,1.0000,1.0000,71,,,,,./results/cp_sweep/logs/request_counts.csv__lru__OBL__64mb__w0.log,ok
request_counts.csv,oracleGeneral,lru,PG,1gb,10,1.0000,1.0000,71,4,4,63,2,./results/cp_sweep/logs/request_counts.csv__lru__PG__1gb__w10.log,ok
request_counts.csv,oracleGeneral,lru,OBL,16mb,10,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__lru__OBL__16mb__w10.log,ok
request_counts.csv,oracleGeneral,lru,OBL,16mb,10000,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__lru__OBL__16mb__w10000.log,ok
request_counts.csv,oracleGeneral,lru,OBL,16mb,100,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__lru__OBL__16mb__w100.log,ok
request_counts.csv,oracleGeneral,lru,OBL,16mb,1000,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__lru__OBL__16mb__w1000.log,ok
request_counts.csv,oracleGeneral,lru,OBL,64mb,10,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__lru__OBL__64mb__w10.log,ok
request_counts.csv,oracleGeneral,lru,OBL,64mb,1,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__lru__OBL__64mb__w1.log,ok
request_counts.csv,oracleGeneral,lru,OBL,16mb,1,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__lru__OBL__16mb__w1.log,ok
request_counts.csv,oracleGeneral,lru,OBL,64mb,1000,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__lru__OBL__64mb__w1000.log,ok
request_counts.csv,oracleGeneral,lru,OBL,64mb,100,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__lru__OBL__64mb__w100.log,ok
request_counts.csv,oracleGeneral,lru,OBL,64mb,10000,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__lru__OBL__64mb__w10000.log,ok
request_counts.csv,oracleGeneral,lru,OBL,256mb,0,1.0000,1.0000,71,,,,,./results/cp_sweep/logs/request_counts.csv__lru__OBL__256mb__w0.log,ok
request_counts.csv,oracleGeneral,lru,OBL,256mb,1,1.0000,1.0000,71,0,0,1,0,./results/cp_sweep/logs/request_counts.csv__lru__OBL__256mb__w1.log,ok
request_counts.csv,oracleGeneral,lru,OBL,256mb,10,1.0000,1.0000,71,0,0,1,0,./results/cp_sweep/logs/request_counts.csv__lru__OBL__256mb__w10.log,ok
request_counts.csv,oracleGeneral,lru,OBL,256mb,100,1.0000,1.0000,71,0,0,1,0,./results/cp_sweep/logs/request_counts.csv__lru__OBL__256mb__w100.log,ok
request_counts.csv,oracleGeneral,lru,OBL,1gb,0,1.0000,1.0000,71,,,,,./results/cp_sweep/logs/request_counts.csv__lru__OBL__1gb__w0.log,ok
request_counts.csv,oracleGeneral,fifo,Mithril,16mb,0,1.0000,1.0000,71,,,,,./results/cp_sweep/logs/request_counts.csv__fifo__Mithril__16mb__w0.log,ok
request_counts.csv,oracleGeneral,lru,OBL,256mb,1000,1.0000,1.0000,71,0,0,1,0,./results/cp_sweep/logs/request_counts.csv__lru__OBL__256mb__w1000.log,ok
request_counts.csv,oracleGeneral,lru,OBL,1gb,1,1.0000,1.0000,71,0,0,59,0,./results/cp_sweep/logs/request_counts.csv__lru__OBL__1gb__w1.log,ok
request_counts.csv,oracleGeneral,lru,OBL,1gb,10000,1.0000,1.0000,71,0,0,59,0,./results/cp_sweep/logs/request_counts.csv__lru__OBL__1gb__w10000.log,ok
request_counts.csv,oracleGeneral,lru,OBL,256mb,10000,1.0000,1.0000,71,0,0,1,0,./results/cp_sweep/logs/request_counts.csv__lru__OBL__256mb__w10000.log,ok
request_counts.csv,oracleGeneral,lru,OBL,1gb,100,1.0000,1.0000,71,0,0,59,0,./results/cp_sweep/logs/request_counts.csv__lru__OBL__1gb__w100.log,ok
request_counts.csv,oracleGeneral,lru,OBL,1gb,1000,1.0000,1.0000,71,0,0,59,0,./results/cp_sweep/logs/request_counts.csv__lru__OBL__1gb__w1000.log,ok
request_counts.csv,oracleGeneral,lru,OBL,1gb,10,1.0000,1.0000,71,0,0,59,0,./results/cp_sweep/logs/request_counts.csv__lru__OBL__1gb__w10.log,ok
request_counts.csv,oracleGeneral,fifo,Mithril,16mb,1000,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__Mithril__16mb__w1000.log,ok
request_counts.csv,oracleGeneral,fifo,Mithril,16mb,1,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__Mithril__16mb__w1.log,ok
request_counts.csv,oracleGeneral,fifo,Mithril,64mb,1,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__Mithril__64mb__w1.log,ok
request_counts.csv,oracleGeneral,fifo,Mithril,64mb,0,1.0000,1.0000,71,,,,,./results/cp_sweep/logs/request_counts.csv__fifo__Mithril__64mb__w0.log,ok
request_counts.csv,oracleGeneral,fifo,Mithril,16mb,100,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__Mithril__16mb__w100.log,ok
request_counts.csv,oracleGeneral,fifo,Mithril,64mb,10,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__Mithril__64mb__w10.log,ok
request_counts.csv,oracleGeneral,fifo,Mithril,64mb,10000,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__Mithril__64mb__w10000.log,ok
request_counts.csv,oracleGeneral,fifo,Mithril,16mb,10,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__Mithril__16mb__w10.log,ok
request_counts.csv,oracleGeneral,fifo,Mithril,256mb,0,1.0000,1.0000,71,,,,,./results/cp_sweep/logs/request_counts.csv__fifo__Mithril__256mb__w0.log,ok
request_counts.csv,oracleGeneral,fifo,Mithril,64mb,100,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__Mithril__64mb__w100.log,ok
request_counts.csv,oracleGeneral,fifo,Mithril,16mb,10000,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__Mithril__16mb__w10000.log,ok
request_counts.csv,oracleGeneral,fifo,Mithril,64mb,1000,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__Mithril__64mb__w1000.log,ok
request_counts.csv,oracleGeneral,fifo,Mithril,256mb,1,1.0000,1.0000,71,0,0,1,0,./results/cp_sweep/logs/request_counts.csv__fifo__Mithril__256mb__w1.log,ok
request_counts.csv,oracleGeneral,fifo,Mithril,256mb,100,1.0000,1.0000,71,0,0,1,0,./results/cp_sweep/logs/request_counts.csv__fifo__Mithril__256mb__w100.log,ok
request_counts.csv,oracleGeneral,fifo,Mithril,256mb,10000,1.0000,1.0000,71,0,0,1,0,./results/cp_sweep/logs/request_counts.csv__fifo__Mithril__256mb__w10000.log,ok
request_counts.csv,oracleGeneral,fifo,Mithril,256mb,10,1.0000,1.0000,71,0,0,1,0,./results/cp_sweep/logs/request_counts.csv__fifo__Mithril__256mb__w10.log,ok
request_counts.csv,oracleGeneral,fifo,Mithril,256mb,1000,1.0000,1.0000,71,0,0,1,0,./results/cp_sweep/logs/request_counts.csv__fifo__Mithril__256mb__w1000.log,ok
request_counts.csv,oracleGeneral,fifo,Mithril,1gb,0,1.0000,1.0000,71,,,,,./results/cp_sweep/logs/request_counts.csv__fifo__Mithril__1gb__w0.log,ok
request_counts.csv,oracleGeneral,fifo,Mithril,1gb,1,1.0000,1.0000,71,0,0,59,0,./results/cp_sweep/logs/request_counts.csv__fifo__Mithril__1gb__w1.log,ok
request_counts.csv,oracleGeneral,fifo,PG,16mb,0,1.0000,1.0000,71,,,,,./results/cp_sweep/logs/request_counts.csv__fifo__PG__16mb__w0.log,ok
request_counts.csv,oracleGeneral,fifo,Mithril,1gb,10000,1.0000,1.0000,71,0,0,59,0,./results/cp_sweep/logs/request_counts.csv__fifo__Mithril__1gb__w10000.log,ok
request_counts.csv,oracleGeneral,fifo,Mithril,1gb,100,1.0000,1.0000,71,0,0,59,0,./results/cp_sweep/logs/request_counts.csv__fifo__Mithril__1gb__w100.log,ok
request_counts.csv,oracleGeneral,fifo,Mithril,1gb,10,1.0000,1.0000,71,0,0,59,0,./results/cp_sweep/logs/request_counts.csv__fifo__Mithril__1gb__w10.log,ok
request_counts.csv,oracleGeneral,fifo,Mithril,1gb,1000,1.0000,1.0000,71,0,0,59,0,./results/cp_sweep/logs/request_counts.csv__fifo__Mithril__1gb__w1000.log,ok
request_counts.csv,oracleGeneral,fifo,PG,64mb,0,1.0000,1.0000,71,,,,,./results/cp_sweep/logs/request_counts.csv__fifo__PG__64mb__w0.log,ok
request_counts.csv,oracleGeneral,fifo,PG,16mb,1,1.0000,1.0000,71,2,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__PG__16mb__w1.log,ok
request_counts.csv,oracleGeneral,fifo,PG,16mb,10,1.0000,1.0000,71,2,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__PG__16mb__w10.log,ok
request_counts.csv,oracleGeneral,fifo,PG,16mb,1000,1.0000,1.0000,71,2,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__PG__16mb__w1000.log,ok
request_counts.csv,oracleGeneral,fifo,PG,16mb,10000,1.0000,1.0000,71,2,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__PG__16mb__w10000.log,ok
request_counts.csv,oracleGeneral,fifo,PG,16mb,100,1.0000,1.0000,71,2,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__PG__16mb__w100.log,ok
request_counts.csv,oracleGeneral,fifo,PG,64mb,1,1.0000,1.0000,71,2,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__PG__64mb__w1.log,ok
request_counts.csv,oracleGeneral,fifo,PG,1gb,0,1.0000,1.0000,71,,,,,./results/cp_sweep/logs/request_counts.csv__fifo__PG__1gb__w0.log,ok
request_counts.csv,oracleGeneral,fifo,PG,256mb,0,1.0000,1.0000,71,,,,,./results/cp_sweep/logs/request_counts.csv__fifo__PG__256mb__w0.log,ok
request_counts.csv,oracleGeneral,fifo,PG,64mb,1000,1.0000,1.0000,71,2,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__PG__64mb__w1000.log,ok
request_counts.csv,oracleGeneral,fifo,PG,64mb,100,1.0000,1.0000,71,2,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__PG__64mb__w100.log,ok
request_counts.csv,oracleGeneral,fifo,PG,256mb,1,1.0000,1.0000,71,2,0,1,0,./results/cp_sweep/logs/request_counts.csv__fifo__PG__256mb__w1.log,ok
request_counts.csv,oracleGeneral,fifo,PG,1gb,1,1.0000,1.0000,71,4,0,63,0,./results/cp_sweep/logs/request_counts.csv__fifo__PG__1gb__w1.log,ok
request_counts.csv,oracleGeneral,fifo,PG,64mb,10,1.0000,1.0000,71,2,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__PG__64mb__w10.log,ok
request_counts.csv,oracleGeneral,fifo,PG,256mb,10,1.0000,1.0000,71,2,0,1,0,./results/cp_sweep/logs/request_counts.csv__fifo__PG__256mb__w10.log,ok
request_counts.csv,oracleGeneral,fifo,PG,256mb,1000,1.0000,1.0000,71,2,0,1,0,./results/cp_sweep/logs/request_counts.csv__fifo__PG__256mb__w1000.log,ok
request_counts.csv,oracleGeneral,fifo,PG,256mb,100,1.0000,1.0000,71,2,0,1,0,./results/cp_sweep/logs/request_counts.csv__fifo__PG__256mb__w100.log,ok
request_counts.csv,oracleGeneral,fifo,PG,1gb,10,1.0000,1.0000,71,4,4,63,2,./results/cp_sweep/logs/request_counts.csv__fifo__PG__1gb__w10.log,ok
request_counts.csv,oracleGeneral,fifo,PG,64mb,10000,1.0000,1.0000,71,2,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__PG__64mb__w10000.log,ok
request_counts.csv,oracleGeneral,fifo,PG,256mb,10000,1.0000,1.0000,71,2,0,1,0,./results/cp_sweep/logs/request_counts.csv__fifo__PG__256mb__w10000.log,ok
request_counts.csv,oracleGeneral,fifo,PG,1gb,100,1.0000,1.0000,71,4,4,63,2,./results/cp_sweep/logs/request_counts.csv__fifo__PG__1gb__w100.log,ok
request_counts.csv,oracleGeneral,fifo,PG,1gb,10000,1.0000,1.0000,71,4,4,63,2,./results/cp_sweep/logs/request_counts.csv__fifo__PG__1gb__w10000.log,ok
request_counts.csv,oracleGeneral,fifo,PG,1gb,1000,1.0000,1.0000,71,4,4,63,2,./results/cp_sweep/logs/request_counts.csv__fifo__PG__1gb__w1000.log,ok
request_counts.csv,oracleGeneral,fifo,OBL,16mb,0,1.0000,1.0000,71,,,,,./results/cp_sweep/logs/request_counts.csv__fifo__OBL__16mb__w0.log,ok
request_counts.csv,oracleGeneral,fifo,OBL,16mb,1,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__OBL__16mb__w1.log,ok
request_counts.csv,oracleGeneral,fifo,OBL,16mb,100,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__OBL__16mb__w100.log,ok
request_counts.csv,oracleGeneral,fifo,OBL,16mb,10,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__OBL__16mb__w10.log,ok
request_counts.csv,oracleGeneral,fifo,OBL,16mb,10000,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__OBL__16mb__w10000.log,ok
request_counts.csv,oracleGeneral,fifo,OBL,64mb,0,1.0000,1.0000,71,,,,,./results/cp_sweep/logs/request_counts.csv__fifo__OBL__64mb__w0.log,ok
request_counts.csv,oracleGeneral,fifo,OBL,16mb,1000,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__OBL__16mb__w1000.log,ok
request_counts.csv,oracleGeneral,fifo,OBL,64mb,10,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__OBL__64mb__w10.log,ok
request_counts.csv,oracleGeneral,fifo,OBL,256mb,0,1.0000,1.0000,71,,,,,./results/cp_sweep/logs/request_counts.csv__fifo__OBL__256mb__w0.log,ok
request_counts.csv,oracleGeneral,fifo,OBL,64mb,10000,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__OBL__64mb__w10000.log,ok
request_counts.csv,oracleGeneral,fifo,OBL,1gb,0,1.0000,1.0000,71,,,,,./results/cp_sweep/logs/request_counts.csv__fifo__OBL__1gb__w0.log,ok
request_counts.csv,oracleGeneral,fifo,OBL,64mb,1,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__OBL__64mb__w1.log,ok
request_counts.csv,oracleGeneral,fifo,OBL,64mb,100,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__OBL__64mb__w100.log,ok
request_counts.csv,oracleGeneral,fifo,OBL,64mb,1000,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__fifo__OBL__64mb__w1000.log,ok
request_counts.csv,oracleGeneral,fifo,OBL,1gb,1000,1.0000,1.0000,71,0,0,59,0,./results/cp_sweep/logs/request_counts.csv__fifo__OBL__1gb__w1000.log,ok
request_counts.csv,oracleGeneral,fifo,OBL,256mb,10000,1.0000,1.0000,71,0,0,1,0,./results/cp_sweep/logs/request_counts.csv__fifo__OBL__256mb__w10000.log,ok
request_counts.csv,oracleGeneral,fifo,OBL,256mb,1,1.0000,1.0000,71,0,0,1,0,./results/cp_sweep/logs/request_counts.csv__fifo__OBL__256mb__w1.log,ok
request_counts.csv,oracleGeneral,fifo,OBL,1gb,100,1.0000,1.0000,71,0,0,59,0,./results/cp_sweep/logs/request_counts.csv__fifo__OBL__1gb__w100.log,ok
request_counts.csv,oracleGeneral,fifo,OBL,1gb,10,1.0000,1.0000,71,0,0,59,0,./results/cp_sweep/logs/request_counts.csv__fifo__OBL__1gb__w10.log,ok
request_counts.csv,oracleGeneral,fifo,OBL,256mb,100,1.0000,1.0000,71,0,0,1,0,./results/cp_sweep/logs/request_counts.csv__fifo__OBL__256mb__w100.log,ok
request_counts.csv,oracleGeneral,fifo,OBL,256mb,1000,1.0000,1.0000,71,0,0,1,0,./results/cp_sweep/logs/request_counts.csv__fifo__OBL__256mb__w1000.log,ok
request_counts.csv,oracleGeneral,fifo,OBL,1gb,1,1.0000,1.0000,71,0,0,59,0,./results/cp_sweep/logs/request_counts.csv__fifo__OBL__1gb__w1.log,ok
request_counts.csv,oracleGeneral,fifo,OBL,1gb,10000,1.0000,1.0000,71,0,0,59,0,./results/cp_sweep/logs/request_counts.csv__fifo__OBL__1gb__w10000.log,ok
request_counts.csv,oracleGeneral,fifo,OBL,256mb,10,1.0000,1.0000,71,0,0,1,0,./results/cp_sweep/logs/request_counts.csv__fifo__OBL__256mb__w10.log,ok
request_counts.csv,oracleGeneral,s3fifo,Mithril,16mb,10000,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__s3fifo__Mithril__16mb__w10000.log,ok
request_counts.csv,oracleGeneral,s3fifo,Mithril,16mb,1,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__s3fifo__Mithril__16mb__w1.log,ok
request_counts.csv,oracleGeneral,s3fifo,Mithril,16mb,0,1.0000,1.0000,71,,,,,./results/cp_sweep/logs/request_counts.csv__s3fifo__Mithril__16mb__w0.log,ok
request_counts.csv,oracleGeneral,s3fifo,Mithril,16mb,10,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__s3fifo__Mithril__16mb__w10.log,ok
request_counts.csv,oracleGeneral,s3fifo,Mithril,16mb,100,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__s3fifo__Mithril__16mb__w100.log,ok
request_counts.csv,oracleGeneral,s3fifo,Mithril,16mb,1000,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__s3fifo__Mithril__16mb__w1000.log,ok
request_counts.csv,oracleGeneral,s3fifo,Mithril,256mb,10000,1.0000,1.0000,71,0,0,0,0,./results/cp_sweep/logs/request_counts.csv__s3fifo__Mithril__256mb__w10000.log,ok
request_counts.csv,oracleGeneral,s3fifo,Mithril,64mb,0,1.0000,1.0000,71,,,,,./results/cp_sweep/logs/request_counts.csv__s3fifo__Mithril__64mb__w0.log,ok
